text,intent
Can you provide details of shipments sent in March?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched on the last day of the year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last opening quarter.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments dispatched during the last Halloween week.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent in the last 180 days.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from May 1st to May 15th.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on Labor Day.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 50 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past 110 days.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the Memorial Day weekend.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments sent in July?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched between August 15th and September 15th?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the last opening week of the year.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent last week.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments that have been sent in the past 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide the details of the shipments sent in January?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent between March 1 and 15 March?,Query_for_Shipments_sent_in_windowed_time_period
I showed shipments sent on April 10.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments from the previous month.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent during the weekend last weekend?,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments sent in the last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments from the past three days.,Query_for_Shipments_sent_in_windowed_time_period
I am looking for shipments sent in the second quarter.,Query_for_Shipments_sent_in_windowed_time_period
Details of shipments sent from May 1 to May 31.,Query_for_Shipments_sent_in_windowed_time_period
Can you list the shipments sent yesterday?,Query_for_Shipments_sent_in_windowed_time_period
Show me all the shipments that have been sent in the past six months.,Query_for_Shipments_sent_in_windowed_time_period
What charges have been sent in the last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
Provide shipping details from the last 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments that were sent between June 1 and today.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent before July 4.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent during the holiday season last year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last two weeks.,Query_for_Shipments_sent_in_windowed_time_period
Show me the shipments that were sent last week.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments from February.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide shipments sent between September 15 and 15?,Query_for_Shipments_sent_in_windowed_time_period
Details of the shipments sent on New Year's Eve.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 7 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past two weeks.,Query_for_Shipments_sent_in_windowed_time_period
Provide the list of shipments sent in December.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments that were sent on the first day of each month this year.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent during the summer?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments last Monday to Friday.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent during the winter season.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent on public holidays this year.,Query_for_Shipments_sent_in_windowed_time_period
Can you view the shipments sent in the last financial quarter?,Query_for_Shipments_sent_in_windowed_time_period
Details of the shipments sent between January 1 and February 28.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 30 days?,Query_for_Shipments_sent_in_windowed_time_period
Provide shipments from last weekend.,Query_for_Shipments_sent_in_windowed_time_period
Show me the shipments sent between March 20 and April 20.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments from the previous business week.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent on the last day of the previous month?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first half of this year.,Query_for_Shipments_sent_in_windowed_time_period
View shipments sent during Easter holidays.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent in the last 90 days.,Query_for_Shipments_sent_in_windowed_time_period
Submit a list of shipments from April to June.,Query_for_Shipments_sent_in_windowed_time_period
Details of shipments sent on Valentine's Day.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 60 days?,Query_for_Shipments_sent_in_windowed_time_period
Show shipments from the past three months.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments sent during Thanksgiving Week.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in August?,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent in the first week of September?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last quarter of work.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent before March 31.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent during the Labor Day holiday.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from last year.,Query_for_Shipments_sent_in_windowed_time_period
Details of the shipments sent between July 1 and July 31.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent on the last Friday of each month?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments that were sent lastly.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments from the previous holiday season.,Query_for_Shipments_sent_in_windowed_time_period
Can you display shipments sent in the past two months?,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent between November 1 and December 31?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the past five days.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent during the spring vacation.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent on the day of anniversary.,Query_for_Shipments_sent_in_windowed_time_period
Submit a list of shipments from the last working day every month.,Query_for_Shipments_sent_in_windowed_time_period
Details of shipments sent on July 4.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 120 days?,Query_for_Shipments_sent_in_windowed_time_period
I showed shipments from last week except for weekends.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments sent during the last Valentine's Day week.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in February?,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent on the first Monday of this year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last financial quarter.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments sent during the Christmas week.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent at the last 45 days.,Query_for_Shipments_sent_in_windowed_time_period
Submit a list of shipments from October 1 to October 31.,Query_for_Shipments_sent_in_windowed_time_period
Details of Halloween shipments.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 20 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past six weeks.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments sent during the last mother's day.,Query_for_Shipments_sent_in_windowed_time_period
Can you display shipments sent in the third quarter of this year?,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent on Black Friday?,Query_for_Shipments_sent_in_windowed_time_period
I need shipments details from the last week of June.,Query_for_Shipments_sent_in_windowed_time_period
View all shipments sent before taxes.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent during the New Year Week.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the last leap.,Query_for_Shipments_sent_in_windowed_time_period
Details of the shipments sent on the day of April lie.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 75 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past ten days.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments sent during the last father's day.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide the details of the shipments sent in March?,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent on the last day of the year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last opening quarter.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments sent during the last Halloween Day.,Query_for_Shipments_sent_in_windowed_time_period
List of shipments sent at the last 180 days.,Query_for_Shipments_sent_in_windowed_time_period
Submit a list of shipments from May 1 to May 15.,Query_for_Shipments_sent_in_windowed_time_period
Details of shipments sent on Workers Day.,Query_for_Shipments_sent_in_windowed_time_period
What charges were sent in the last 50 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past 110 days.,Query_for_Shipments_sent_in_windowed_time_period
List of all shipments sent during the weekend memorial.,Query_for_Shipments_sent_in_windowed_time_period
Can you display shipments sent in July?,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent between August 15 and September 15?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the last opening week of the year.,Query_for_Shipments_sent_in_windowed_time_period
2,Query_for_Shipments_sent_in_windowed_time_period
show me shipments of you week.,Query_for_Shipments_sent_in_windowed_time_period
list is dispatched in the final 24 minutes.,Query_for_Shipments_sent_in_windowed_time_period
can somebody provide reports of shipments sent in advance?,Query_for_Shipments_sent_in_windowed_time_period
i hear a summary against events from their first quarter.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were reported since march 1st till march 11th?,Query_for_Shipments_sent_in_windowed_time_period
show me are due since april 10th.,Query_for_Shipments_sent_in_windowed_time_period
list grocery shipments from some previous months.,Query_for_Shipments_sent_in_windowed_time_period
several parties were in during the last weekend?,Query_for_Shipments_sent_in_windowed_time_period
